level_0,n,abr_type,height_before,height_after,insert_time,search_time,delete_time
276,7610,abr,42.29,30.97,2.2785595252716974e-06,1.96751501895724e-06,4.748176333295622e-06
277,7710,abr,42.66,30.73,2.2979081520405208e-06,1.9566758876070263e-06,4.72361139926083e-06
278,7810,abr,43.47,31.37,2.3010424545516786e-06,1.971923280670986e-06,4.673540222503536e-06
279,7910,abr,43.32,31.41,2.240624273921804e-06,1.9626277704197703e-06,4.640972224366963e-06
280,8010,abr,43.37,31.63,2.242134742441971e-06,1.9684797482850652e-06,4.659031788216639e-06
281,8110,abr,43.58,31.5,2.262275092080374e-06,1.959359749594368e-06,4.698915077903284e-06
282,8210,abr,44.19,31.99,2.3130869903613772e-06,1.9765385538121064e-06,4.751755524554647e-06
283,8310,abr,44.25,31.86,2.2929635361530485e-06,1.936955536751757e-06,4.795018916392316e-06
284,8410,abr,44.57,31.76,2.3594459988067663e-06,1.952475187839564e-06,4.805052127891935e-06
285,8510,abr,44.8,32.16,2.356687451712034e-06,1.945301718797443e-06,4.867618174453797e-06
286,8610,abr,45.17,32.01,2.4007004154624763e-06,1.96197792801619e-06,4.904450297026852e-06
287,8710,abr,44.87,32.41,2.384882147527126e-06,1.966617502123519e-06,4.928236844102962e-06
288,8810,abr,46.28,32.96,2.388477661994894e-06,1.9537061387290417e-06,4.925478714686552e-06
289,8910,abr,45.18,32.76,2.381864347546115e-06,1.9454916952974745e-06,4.829807619854654e-06
290,9010,abr,46.36,32.78,2.33075154910802e-06,1.9346404323302478e-06,4.809632899915884e-06
291,9110,abr,46.58,32.92,2.3253077093058758e-06,1.9507712887545247e-06,4.83941166592242e-06
292,9210,abr,46.35,33.06,2.33742891130254e-06,1.9558213104149386e-06,4.843547431472428e-06
293,9310,abr,47.16,33.9,2.367707234614583e-06,1.9720334062803723e-06,4.907502475899573e-06
294,9410,abr,46.97,33.85,2.3980079442910975e-06,1.9603467128021463e-06,4.919168351118741e-06
295,9510,abr,47.49,33.48,2.4030961373302448e-06,1.9656017830968193e-06,5.003102160426902e-06
296,9610,abr,47.57,33.79,2.4322516245447593e-06,1.936123097579617e-06,4.985794053351613e-06
297,9710,abr,48.12,33.86,2.4640718470844393e-06,1.9661031051367084e-06,5.062075716894128e-06
298,9810,abr,48.5,33.93,2.4869635737490808e-06,1.963162522233105e-06,5.099861707129677e-06
299,9910,abr,48.71,34.07,2.4848291822902207e-06,1.953171613421849e-06,5.077102923019506e-06
