n,abr_type,height_before,height_after,insert_time,search_time,delete_time
1410,lista,19,15,2.2005427542365918e-06,1.6875000630320488e-06,2.1341816649179565e-06
1510,lista,19,17,2.170793983443496e-06,1.7357401029519496e-06,2.075593239801415e-06
1610,lista,19,16,2.3220505812065184e-06,1.87709623376929e-06,2.2035257690078697e-06
1710,lista,21,17,2.3667418550905974e-06,1.843712192578074e-06,2.2907974912665008e-06
1810,lista,19,17,2.2530654973466637e-06,1.723362052311691e-06,2.1684369924656803e-06
1910,lista,19,16,2.36292959626782e-06,1.90791569675975e-06,2.2794118457359266e-06
2010,lista,20,16,2.345525193129015e-06,1.843400536811802e-06,2.1625316445421003e-06
2110,lista,18,15,2.171034861666271e-06,1.7165851625954597e-06,2.1209470516052144e-06
2210,lista,23,19,2.6994116813190937e-06,2.3009501839490194e-06,2.703255788303998e-06
2310,lista,16,12,2.0994413686349112e-06,1.5711983180849508e-06,1.937777722357876e-06
2410,lista,21,17,2.733009837293031e-06,2.180549581180746e-06,2.5318278643172434e-06
2510,lista,20,15,2.2823074146006736e-06,1.7901435035454909e-06,2.0732932974655465e-06
2610,lista,18,15,2.467067650213539e-06,1.9532038651641856e-06,2.3168960196461915e-06
2710,lista,21,16,2.511806169705271e-06,1.9175927769134028e-06,2.173308215911073e-06
2810,lista,19,13,2.3313769982446007e-06,1.892857537127267e-06,2.1110096286315846e-06
2910,lista,19,13,2.252316398817193e-06,1.8213538623967906e-06,2.0410716128286106e-06
3010,lista,17,12,2.2188481618975326e-06,1.7454380886745848e-06,1.919444634444921e-06
3110,lista,19,14,2.4255584237122545e-06,1.8871286025243156e-06,2.1295753291281536e-06
3210,lista,20,15,2.385905286340204e-06,1.8920256749561956e-06,2.08876567912624e-06
3310,lista,19,13,2.3370659871936622e-06,1.792177990753135e-06,1.9576434581021475e-06
3410,lista,18,13,2.2823849304314973e-06,1.710631268655735e-06,1.923042259751314e-06
3510,lista,19,13,2.1391462444455868e-06,1.7005745942059413e-06,1.932221045109331e-06
3610,lista,22,11,2.1679777010024155e-06,1.6600879143082063e-06,1.8152882371797927e-06
3710,lista,21,15,2.2698650606967477e-06,1.767609925259595e-06,1.9645606668776024e-06
3810,lista,20,12,2.288977336283302e-06,1.7512715497980496e-06,1.8829756573057326e-06
3910,lista,18,11,2.2936468315897743e-06,1.7692715034431575e-06,1.853430024127041e-06
4010,lista,18,12,2.356088977470903e-06,1.851102554972553e-06,1.929559907436652e-06
4110,lista,18,11,2.265551186183324e-06,1.738786042820279e-06,1.8040939295149083e-06
4210,lista,19,12,2.4205304955767233e-06,1.991116357234945e-06,2.0370648757424855e-06
4310,lista,23,12,2.397936703872712e-06,1.933803297349737e-06,1.9588164321130375e-06
4410,lista,17,11,2.29199882804492e-06,1.6662294578822975e-06,1.87041439093958e-06
4510,lista,18,11,2.2015952506319244e-06,1.6985139310626048e-06,1.8141052834935264e-06
4610,lista,19,10,2.1390602434901194e-06,1.6701328725269707e-06,1.7549559923498131e-06
4710,lista,18,10,2.2062410536231802e-06,1.7022326314223131e-06,1.7962306275852272e-06
4810,lista,22,10,2.2283149497252404e-06,1.7180452528424665e-06,1.7352562374584616e-06
4910,lista,23,13,2.297720662976952e-06,1.7392521462744627e-06,1.827561644575803e-06
5010,lista,16,11,2.199044930119713e-06,1.6325078630194357e-06,1.709607542489563e-06
5110,lista,18,10,2.2428790814612594e-06,1.8127164030106528e-06,1.771486434577969e-06
5210,lista,21,10,2.2698737477213487e-06,1.785671945248101e-06,1.8100097687893245e-06
5310,lista,17,9,2.2125651376626917e-06,1.706189247513842e-06,1.6889633625815488e-06
5410,lista,18,9,2.2505615043620865e-06,1.766289113510692e-06,1.760606155034056e-06
5510,lista,21,10,2.6027237397075964e-06,2.1186533790366474e-06,1.9722938304767013e-06
5610,lista,17,9,2.283883840872456e-06,1.7297000015834575e-06,1.6408221589903172e-06
5710,lista,18,9,2.312550541797751e-06,1.760232124986981e-06,1.6890266864865491e-06
5810,lista,17,8,2.2601850796228e-06,1.6827739128520442e-06,1.6729562927827387e-06
5910,lista,17,9,2.2199954639412455e-06,1.671978777658858e-06,1.6472303196677869e-06
6010,lista,20,10,2.2459239349749177e-06,1.7111486379911405e-06,1.7147914779127515e-06
6110,lista,21,10,2.330111485580501e-06,1.8747078974106238e-06,1.794112470077434e-06
6210,lista,18,8,2.17251464721234e-06,1.670201802908471e-06,1.6212987877807511e-06
6310,lista,21,10,2.4404082113487304e-06,1.921353320982142e-06,1.7222314184482238e-06
6410,lista,20,7,2.446235511662127e-06,1.8334663729405472e-06,1.602333880631098e-06
6510,lista,22,10,2.5453488105572327e-06,2.0184839840860257e-06,1.861627891392613e-06
6610,lista,19,10,2.409821337052909e-06,1.8458831691474236e-06,1.7140673134199682e-06
6710,lista,18,9,2.3254464739440404e-06,1.8370992176142301e-06,1.7317255924525303e-06
6810,lista,17,8,2.31227129401323e-06,1.8002253603554585e-06,1.6768027804999658e-06
6910,lista,18,9,2.242467674089441e-06,1.6835471834846824e-06,1.5933432374407293e-06
7010,lista,23,8,2.351153790976361e-06,1.8005849778735309e-06,1.641907620279393e-06
7110,lista,16,8,2.2640921848726164e-06,1.710421105927863e-06,1.571789226567972e-06
7210,lista,17,8,2.307579558896927e-06,1.7523742936819549e-06,1.5788333344732312e-06
7310,lista,20,7,2.409175134950423e-06,1.8802245261329181e-06,1.590042189224018e-06
7410,lista,22,8,2.3821244088740665e-06,1.8272976456951778e-06,1.639653449577357e-06
7510,lista,20,9,2.392543384194116e-06,1.8994649404965117e-06,1.6398627280587285e-06
7610,lista,21,9,2.6390967711492676e-06,2.1798136425505503e-06,1.8478264105451025e-06
7710,lista,22,6,2.218063330669673e-06,1.6808149145681132e-06,1.4854826223646054e-06
7810,lista,22,6,2.3597850191974635e-06,1.8555481762358105e-06,1.5748345440430777e-06
7910,lista,17,7,2.217339675257092e-06,1.6914705535720613e-06,1.5153220471532356e-06
8010,lista,23,9,2.4378692023652117e-06,2.0160340782192765e-06,1.7017409446974105e-06
8110,lista,19,8,2.3339508913812756e-06,1.7737076599427646e-06,1.6984365508601005e-06
8210,lista,20,5,2.2427743466258386e-06,1.6772671622912522e-06,1.4553299507003297e-06
8310,lista,21,7,2.562160896263248e-06,2.0185730734789633e-06,1.63744553714016e-06
8410,lista,21,6,2.41353574536786e-06,1.9159556722012738e-06,1.5203163357465155e-06
8510,lista,18,7,2.1524397586110016e-06,1.6840720273175105e-06,1.5202516448835259e-06
8610,lista,20,7,2.389872154565513e-06,1.8934912141963575e-06,1.5982841906143274e-06
8710,lista,18,4,2.4023708146573466e-06,1.9068614909534291e-06,1.4590823062119909e-06
8810,lista,19,4,2.276026891980882e-06,1.7243615412211407e-06,1.391697226419471e-06
8910,lista,15,6,2.1984402468470627e-06,1.6070489121852455e-06,1.4346418240216215e-06
9010,lista,20,7,2.316027137071869e-06,1.827188416559627e-06,1.5319477294593973e-06
9110,lista,21,4,2.308115243710152e-06,1.8222660084311974e-06,1.4795290419948874e-06
9210,lista,21,3,2.3206879514108386e-06,1.8362431913660582e-06,1.4818944993602205e-06
9310,lista,18,7,2.403174192777052e-06,1.9003337274929167e-06,1.5012268960105262e-06
9410,lista,22,5,2.2848828809727827e-06,1.7397004710221359e-06,1.4124459805505277e-06
9510,lista,17,5,2.2553644954886094e-06,1.6678920931283485e-06,1.4174215166810438e-06
9610,lista,20,4,2.3972706558111415e-06,1.8019116065943188e-06,1.4194101813042052e-06
9710,lista,21,2,2.4055130979834388e-06,1.872779873662961e-06,1.4546079355414356e-06
9810,lista,21,5,2.3494210261943455e-06,1.771756381545276e-06,1.4046273722400039e-06
9910,lista,19,3,2.156085972408573e-06,1.631612141544255e-06,1.2680395854559332e-06
10,flag,5,5,1.3250009942566976e-06,,
110,flag,11,11,1.7126580063678042e-06,1.1749994882848115e-06,2.1857149910093063e-06
210,flag,16,14,2.0256100070560576e-06,1.5736839390899006e-06,2.5212127983457213e-06
310,flag,21,20,2.2284516204483652e-06,1.8524578543471508e-06,2.8081973499358923e-06
410,flag,17,15,2.1248431594415607e-06,1.7697361487846234e-06,2.782277194075758e-06
510,flag,20,20,2.2560604401120933e-06,1.73131323236069e-06,2.894001081585884e-06
610,flag,18,17,2.1748919958796336e-06,1.6865554801775378e-06,2.998320513968395e-06
710,flag,19,17,2.2635035714759986e-06,1.7304342506669355e-06,3.0323532401406043e-06
810,flag,20,17,2.2638293770835437e-06,1.6456952708656128e-06,3.084615645303319e-06
910,flag,19,18,2.2197930626172235e-06,1.628089122594533e-06,3.0089392653255407e-06
1010,flag,20,18,2.555380117183605e-06,1.937221693677e-06,3.4743588632689072e-06
1110,flag,23,19,2.518692698010346e-06,1.885973120411664e-06,3.6305934775484614e-06
1210,flag,21,18,2.466232443696553e-06,1.6940936307670383e-06,3.2651265168429485e-06
1310,flag,22,19,2.5621881278816275e-06,1.9841464837384598e-06,3.6200002650730313e-06
1410,flag,23,22,2.5198491624673007e-06,1.8478566094667517e-06,3.581949625675321e-06
1510,flag,24,19,2.612225142989075e-06,1.8912158191449486e-06,3.7023889114635236e-06
1610,flag,23,20,2.8592473359404204e-06,2.084227437843871e-06,3.6174188754821738e-06
1710,flag,23,23,2.6189692929989426e-06,2.015805782008588e-06,3.6882888420845744e-06
1810,flag,24,21,2.5328509473341604e-06,1.9163845911343175e-06,3.6606742356893385e-06
1910,flag,24,22,2.739322908803867e-06,2.160581870056275e-06,3.872654539964913e-06
2010,flag,25,22,2.6794537545063123e-06,1.9895001241820865e-06,3.7905130645809455e-06
2110,flag,24,22,2.6375537663932886e-06,1.896323631038232e-06,3.623095385375477e-06
2210,flag,29,27,3.048823624233003e-06,2.2875295048031736e-06,4.172429751667899e-06
2310,flag,20,19,2.5451407848700427e-06,1.6866662837047544e-06,3.614380719517234e-06
2410,flag,26,24,3.0037934992592918e-06,2.277004396206923e-06,4.5025423741346955e-06
2510,flag,24,24,3.0714872842415786e-06,1.9008094027284006e-06,3.9320560561815995e-06
2610,flag,24,22,2.756424914372878e-06,2.0427727036749814e-06,4.145224050157586e-06
2710,flag,25,22,2.966090924848023e-06,2.032149556989425e-06,4.056343139164886e-06
2810,flag,25,22,2.796850643555975e-06,1.9722828638159493e-06,4.099639628695006e-06
2910,flag,23,21,2.699911721594901e-06,1.924286204614743e-06,4.062412457884179e-06
3010,flag,25,21,2.713271624248925e-06,1.8817378038372052e-06,4.0337270741000725e-06
3110,flag,24,23,2.784146331513067e-06,1.9868986442095133e-06,4.007026291219518e-06
3210,flag,27,23,2.798663202865101e-06,1.9433931096230573e-06,3.74984122731442e-06
3310,flag,25,22,2.704117403154766e-06,1.8651971884995816e-06,3.93609852961389e-06
3410,flag,25,25,2.8141571319086035e-06,1.918524109228256e-06,3.8016223483293107e-06
3510,flag,26,22,2.660028945514526e-06,1.8073807237332878e-06,3.793285452827279e-06
3610,flag,26,26,2.698559913835624e-06,1.8515108612185117e-06,3.90893863917292e-06
3710,flag,27,26,2.7376724841770906e-06,1.8431913603079265e-06,3.7939024801734523e-06
3810,flag,26,24,2.76562709747591e-06,1.8124166006926145e-06,3.933691284494262e-06
3910,flag,25,23,2.741677978009062e-06,1.9541053857571606e-06,3.95803072778122e-06
4010,flag,26,21,2.8852941493761762e-06,1.9645077075961245e-06,3.97370427722693e-06
4110,flag,25,23,2.81774959003934e-06,1.8543536887464776e-06,4.030579575320244e-06
4210,flag,27,23,3.181658252417977e-06,2.072101638451048e-06,4.131370342992551e-06
4310,flag,28,26,2.9873112046903998e-06,2.1210710532427684e-06,4.2731826375677065e-06
4410,flag,24,23,2.8245841671304552e-06,1.945664750875076e-06,4.032413754879829e-06
4510,flag,25,23,3.000825292371512e-06,1.9527623384483283e-06,4.067383775126826e-06
4610,flag,27,23,2.90053213643685e-06,1.7464010178751971e-06,3.9186872266340705e-06
4710,flag,25,23,2.742285981572514e-06,1.7682352958665413e-06,3.917170516904202e-06
4810,flag,27,26,2.819739289594907e-06,1.8703825199618666e-06,4.112314225363322e-06
4910,flag,30,27,2.9100580030908537e-06,1.929073820894344e-06,3.998867488690642e-06
5010,flag,24,22,2.8252375181537212e-06,1.851061824709177e-06,3.930861778339868e-06
5110,flag,25,23,2.9425623824449868e-06,1.8825128425296452e-06,4.212039888289697e-06
5210,flag,28,24,2.9133935490199147e-06,1.9147459937585154e-06,4.09313042703431e-06
5310,flag,24,22,2.7869936699668567e-06,1.8035921915795979e-06,4.0284888640707636e-06
5410,flag,27,25,2.9039801687008322e-06,1.888376444029755e-06,4.225800367113441e-06
5510,flag,28,25,3.0337374358038815e-06,2.1552046834271344e-06,4.1673095073487656e-06
5610,flag,25,23,2.9492721585912784e-06,1.875114689384266e-06,3.897946368981918e-06
5710,flag,26,23,2.895939699937231e-06,1.832675270813967e-06,3.885676122346754e-06
5810,flag,24,22,2.854712301224532e-06,1.9421706927337044e-06,3.954159593019163e-06
5910,flag,23,20,2.845513144329657e-06,1.839396805451239e-06,3.894597102147503e-06
6010,flag,29,25,2.93456850646946e-06,1.9235245139902368e-06,4.010289013750066e-06
6110,flag,31,25,3.0835610786004554e-06,2.0668046048415256e-06,4.097597734106037e-06
6210,flag,27,25,2.8756244370706142e-06,1.8314633644337396e-06,3.903701171063738e-06
6310,flag,30,26,3.1287683038398746e-06,2.117332397623898e-06,4.253760119900108e-06
6410,flag,31,24,2.91472780547706e-06,1.852287031704272e-06,3.93338550786554e-06
6510,flag,28,27,3.261872186904078e-06,2.187051597017179e-06,4.313220792996921e-06
6610,flag,28,27,3.0705558279572385e-06,1.9706826553775064e-06,4.018098746688449e-06
6710,flag,26,25,3.0530810512001234e-06,1.962222120995808e-06,4.2515983536614094e-06
6810,flag,25,23,3.052919159140889e-06,1.96015054169216e-06,4.232505209301791e-06
6910,flag,28,24,2.919378987404776e-06,1.8294116846034032e-06,3.948426971415735e-06
7010,flag,31,29,3.0228496621853008e-06,2.034388695855862e-06,4.021264535315393e-06
7110,flag,25,24,2.9037191192901747e-06,1.7869309894022602e-06,3.905469074280435e-06
7210,flag,27,25,3.3141907408245284e-06,1.882940698129196e-06,3.88288091759281e-06
7310,flag,30,25,2.9483864834609284e-06,1.9957698742282963e-06,4.196416396570028e-06
7410,flag,30,27,3.2085142513758247e-06,2.0739959178516517e-06,4.200884267738482e-06
7510,flag,28,27,3.4524083341160043e-06,2.1932436317689967e-06,4.252862096654396e-06
7610,flag,29,28,3.333945419963482e-06,2.2326546033733073e-06,5.019656895465736e-06
7710,flag,31,28,3.063712448919099e-06,1.8013637647480257e-06,3.869220804723166e-06
7810,flag,30,28,3.083007533255003e-06,1.970217144928069e-06,3.999355675062365e-06
7910,flag,27,22,2.985610487198709e-06,1.821469886752125e-06,3.8340126622503825e-06
8010,flag,33,31,3.3192918956481992e-06,2.1512622976657547e-06,4.295056387991907e-06
8110,flag,30,28,3.224336288864377e-06,1.9675358949135625e-06,4.014786957082733e-06
8210,flag,30,27,3.0172767810515096e-06,1.8239758954317928e-06,4.022504749805456e-06
8310,flag,33,30,3.36133880824501e-06,2.2365031528223785e-06,4.4838785790048085e-06
8410,flag,29,25,3.30631717477833e-06,2.0364846744941493e-06,4.457951322427556e-06
8510,flag,27,24,2.9260522400352135e-06,1.7382861644452591e-06,3.736487979906434e-06
8610,flag,29,26,3.1426126712404033e-06,2.0024884424985595e-06,4.198893456653099e-06
8710,flag,28,24,3.1724244919101114e-06,1.9602342924016e-06,3.857249577590816e-06
8810,flag,27,25,3.0382834453981688e-06,1.8875510103371019e-06,3.934157778636958e-06
8910,flag,25,22,2.9621356543343416e-06,1.7611811860302172e-06,4.8325831895603996e-06
9010,flag,30,26,3.756014624593778e-06,1.9487948848568674e-06,4.710325519238128e-06
9110,flag,30,25,3.1789539890321278e-06,1.9863362202148876e-06,3.954345272414436e-06
9210,flag,30,29,3.937724222568712e-06,2.194140057348792e-06,4.833787746285913e-06
9310,flag,28,26,3.607257756583728e-06,2.0547658358969965e-06,4.094136658847134e-06
9410,flag,30,29,3.0476472493876887e-06,2.0410706642491244e-06,3.783935324836151e-06
9510,flag,28,23,3.142998707161982e-06,1.8135382376324596e-06,3.731464781519666e-06
9610,flag,28,26,3.17647847428771e-06,1.9526965183977114e-06,3.99729041347485e-06
9710,flag,31,26,3.287350032012788e-06,2.030198721839417e-06,4.045013277536117e-06
9810,flag,29,27,3.1346530097439147e-06,1.938141718015813e-06,4.017656133891471e-06
9910,flag,27,27,3.0451559452041233e-06,1.700879457364301e-06,3.7571065525428956e-06
10,abr,5,4,1.2000018614344299e-06,,
110,abr,12,11,1.4108123109877311e-06,1.5952405408911762e-06,2.3523808479131686e-06
210,abr,16,15,1.5432090515753738e-06,1.664103668493529e-06,2.7400001272326335e-06
310,abr,21,20,1.6091327787883002e-06,1.975409610227483e-06,3.080328899725783e-06
410,abr,17,16,1.663066747351728e-06,1.782051045805789e-06,3.193749398633372e-06
510,abr,20,18,1.483938982167373e-06,1.6581631213312551e-06,2.9217392337791947e-06
610,abr,19,17,1.4786850125159299e-06,1.5801720266985096e-06,2.868966036877627e-06
710,abr,19,18,1.5474728609953035e-06,1.7811594854878343e-06,3.0470583784763756e-06
810,abr,20,17,1.6005013364667263e-06,1.7088606011983054e-06,3.0407644059378536e-06
910,abr,21,18,1.479549371966518e-06,1.6402310006663032e-06,3.0102851867143597e-06
1010,abr,20,20,1.5519740707914982e-06,1.777499564923346e-06,3.136040333795555e-06
1110,abr,21,19,1.5512657597822793e-06,1.8470585335686601e-06,3.478440753538845e-06
1210,abr,22,19,1.5689698127000233e-06,1.6978720792549405e-06,2.9470584577364266e-06
1310,abr,22,20,1.677509503345577e-06,1.874117536798996e-06,3.3081396818594182e-06
1410,abr,24,20,1.6836469362339328e-06,1.8666663817761145e-06,3.3836954242070676e-06
1510,abr,22,20,1.5828965853563028e-06,1.7780815279079371e-06,3.580902557587251e-06
1610,abr,23,19,1.8042763880849203e-06,2.1145564851740115e-06,3.7758071782938657e-06
1710,abr,26,22,1.786041227925851e-06,2.0299707998822853e-06,3.5878418860560718e-06
1810,abr,24,21,1.7803434901314923e-06,1.931594274735645e-06,3.6608566214064403e-06
1910,abr,26,23,1.810968908842297e-06,2.1944291252316785e-06,3.863830027106079e-06
2010,abr,26,25,2.0016928686582274e-06,2.1774684302980387e-06,3.8967250921981645e-06
2110,abr,27,23,1.734133880741962e-06,2.007281756112171e-06,4.334606495319125e-06
2210,abr,30,25,2.002934545803155e-06,2.41517210406005e-06,4.384862831761685e-06
2310,abr,25,20,1.797144208546657e-06,1.789301272388141e-06,3.6993482195691244e-06
2410,abr,30,24,2.0241125702244543e-06,2.5169568328672778e-06,4.105473758260671e-06
2510,abr,27,24,1.8345229851730863e-06,1.9615392692933117e-06,3.8059066344230853e-06
2610,abr,27,23,1.8524465446425432e-06,2.0522248831701894e-06,3.9650484166804305e-06
2710,abr,32,26,1.8876614434344383e-06,2.106831339894806e-06,4.114418006725885e-06
2810,abr,31,25,1.795474422014706e-06,1.9364936459702916e-06,3.73327319495966e-06
2910,abr,26,23,1.7720313872676556e-06,1.8471928789247678e-06,3.6020867232962146e-06
3010,abr,26,22,1.7342019904703113e-06,1.827538415802428e-06,3.48327655198987e-06
3110,abr,29,25,1.797245215350916e-06,1.9348333686745415e-06,3.63229544924908e-06
3210,abr,31,25,1.8374392208151095e-06,1.9805071528236456e-06,3.9826156913140934e-06
3310,abr,31,25,1.8304035983556554e-06,1.9803052485515255e-06,3.889096720213784e-06
3410,abr,28,23,1.9340069814603966e-06,1.9955687483489248e-06,3.848516542736706e-06
3510,abr,33,27,1.8285562319583366e-06,1.8007173339891084e-06,3.873495884402455e-06
3610,abr,33,22,1.7894486999841105e-06,1.796322335954097e-06,3.7260931372716077e-06
3710,abr,32,27,1.909541861584671e-06,1.9522760753873093e-06,4.268818444400964e-06
3810,abr,30,24,1.839022689959092e-06,1.8930940365958043e-06,3.968833062386471e-06
3910,abr,32,25,1.932081442920858e-06,1.898958032597875e-06,4.0011734758155245e-06
4010,abr,30,25,1.897769695684193e-06,2.0087939095051594e-06,4.05429293298059e-06
4110,abr,37,26,1.840150435329526e-06,1.8769926268842005e-06,3.849687772720457e-06
4210,abr,34,25,2.0456972648828387e-06,2.1817964118525605e-06,4.097002693669697e-06
