n,abr_type,height_before,height_after,insert_time,search_time,delete_time
5010,abr,35,29,1.98300528628603e-06,2.0187187226008142e-06,4.205025675802086e-06
5110,abr,32,28,1.8838182114435259e-06,1.7231230902997357e-06,3.841485180384895e-06
5210,abr,37,28,1.917829567546625e-06,1.8251942382792032e-06,4.878926812103245e-06
5310,abr,36,28,2.3392469654171747e-06,2.181267483329952e-06,4.352550408300963e-06
5410,abr,36,29,2.074327853833915e-06,1.8347577372758675e-06,4.162536189095311e-06
5510,abr,38,28,2.1045142691164216e-06,2.0552239465047673e-06,4.283818125259131e-06
5610,abr,36,29,1.9683135339137687e-06,1.897912494882184e-06,4.335799064172525e-06
5710,abr,35,24,2.0336306886384005e-06,1.843140644629886e-06,4.165026440894025e-06
5810,abr,34,29,2.0362980169791696e-06,1.8089351858708348e-06,4.1774306459451e-06
5910,abr,38,28,2.0720728995152435e-06,1.8678302381266938e-06,4.280017319256775e-06
6010,abr,35,26,2.058052735772235e-06,1.8238816714849528e-06,4.211834359076425e-06
6110,abr,42,31,2.2107239309764025e-06,2.126011514977008e-06,4.492218959178399e-06
6210,abr,38,28,2.007932156768969e-06,1.967443947329013e-06,4.2510253298566225e-06
6310,abr,41,31,2.201261540896658e-06,2.016961530851907e-06,4.334051232652047e-06
6410,abr,41,29,2.2504580277735547e-06,2.1246856852960277e-06,4.546147539273698e-06
6510,abr,38,27,2.0333923801985485e-06,1.8921030042336218e-06,4.239609347678197e-06
6610,abr,40,31,2.0442662334366686e-06,1.9459843573226467e-06,4.471777187511865e-06
6710,abr,39,29,2.028548997812708e-06,1.8966412669374742e-06,4.303155664234211e-06
6810,abr,37,29,2.081388520607619e-06,1.8823397442487612e-06,4.2562317041830834e-06
6910,abr,42,29,2.0732665828549826e-06,1.8434085771617821e-06,4.879360488324215e-06
7010,abr,37,29,2.38167901586411e-06,1.8314577990330805e-06,5.124286742422433e-06
7110,abr,42,27,2.1429649230748133e-06,1.8196542867337996e-06,4.631762907090467e-06
7210,abr,41,31,2.2602820711991786e-06,1.98626170148339e-06,4.681920009934733e-06
7310,abr,39,29,2.3417176918133e-06,1.8831720938545473e-06,4.765543326232044e-06
7410,abr,45,27,2.3104796812829908e-06,1.972322903948503e-06,4.541735104227927e-06
7510,abr,42,29,2.244676142640365e-06,2.006465280342058e-06,4.683536095093547e-06
7610,abr,43,36,2.282554754603323e-06,2.241868333908559e-06,4.768511359024626e-06
7710,abr,40,30,2.3946287455360184e-06,1.943461257715856e-06,4.7343752385131666e-06
7810,abr,43,29,2.389226933968637e-06,1.9688601093670104e-06,4.951480138633985e-06
7910,abr,44,34,2.4832375834511567e-06,2.0853392752996443e-06,5.105643554356778e-06
8010,abr,45,34,2.2355680800513243e-06,1.9905389689071275e-06,4.715335808271786e-06
8110,abr,42,29,2.3684767849466338e-06,1.970473372110104e-06,4.753171590742405e-06
8210,abr,45,37,2.4950238042134678e-06,2.1297047613475007e-06,5.133477152390095e-06
8310,abr,43,30,2.3871791192904996e-06,1.965863855156435e-06,4.908369280971014e-06
8410,abr,46,31,2.4308063091402903e-06,2.1626301581860273e-06,4.8396509779823405e-06
8510,abr,46,31,2.3655544933804002e-06,2.0305457426768683e-06,4.768653952754669e-06
8610,abr,45,29,2.396273876555739e-06,2.0048080037108425e-06,4.893761023311569e-06
8710,abr,46,36,2.2211020553203404e-06,1.935092610425344e-06,4.89690794457074e-06
8810,abr,46,32,2.408454310578991e-06,1.8715636188625893e-06,4.830791463360948e-06
8910,abr,44,36,2.436771909216125e-06,1.8620771575852786e-06,4.5905032671867975e-06
9010,abr,45,35,2.2682291609186755e-06,1.8673065607028448e-06,4.674384871592028e-06
9110,abr,48,38,2.3054005320888857e-06,1.961461911743748e-06,4.801594316493464e-06
9210,abr,50,31,2.2907236393182775e-06,1.9379447617650636e-06,4.654420712154168e-06
9310,abr,49,34,2.5104717480005594e-06,1.8217169238659994e-06,4.637486359128731e-06
9410,abr,46,38,2.249885009646571e-06,1.8033411012095476e-06,4.9900696121738105e-06
9510,abr,43,31,2.3073654562355173e-06,1.7980550544619205e-06,5.034621442395004e-06
9610,abr,49,33,2.332043282261059e-06,1.901479926928543e-06,4.813717246964983e-06
9710,abr,48,33,2.412954332231796e-06,1.96124477130283e-06,4.985387487231899e-06
9810,abr,52,36,2.4695057401873725e-06,1.985827310980387e-06,5.080901046154312e-06
9910,abr,48,36,2.3792568009679637e-06,1.8612182711553642e-06,4.808507283916579e-06
10,lista,5,4,1.728574196541948e-06,,
110,lista,14,12,1.8670454499608076e-06,1.3749981008004396e-06,2.0809550603319493e-06
210,lista,17,16,2.1277779007594985e-06,1.594735199193421e-06,2.1461541436087245e-06
310,lista,15,13,1.883402822299617e-06,1.426667101137961e-06,2.154237659790127e-06
410,lista,16,15,1.9466255465093885e-06,1.5164550859481096e-06,2.3864865668017316e-06
510,lista,17,15,2.3095237434302507e-06,1.8450000789016486e-06,2.4659988412167876e-06
610,lista,20,19,2.1991700840209653e-06,1.75217485419758e-06,2.3324556471044687e-06
710,lista,21,18,2.1830506711801874e-06,1.7609028627087635e-06,2.2296300071671055e-06
810,lista,18,15,2.1232339252719255e-06,1.5149348832715254e-06,2.4238406273456204e-06
910,lista,18,17,2.331267562574071e-06,1.7877773239484265e-06,2.3601157456162693e-06
1010,lista,19,16,2.327013376029813e-06,1.8173690860796917e-06,2.278788326863162e-06
1110,lista,21,18,2.5918886157482223e-06,2.0902329070363627e-06,2.594954195889482e-06
1210,lista,17,14,2.1505339280602675e-06,1.6158110856150206e-06,2.1665154116615925e-06
1310,lista,20,16,2.891493608975188e-06,1.9062016824397526e-06,2.3293434430999702e-06
1410,lista,23,18,2.909506824610947e-06,1.8539565042492082e-06,2.2856631181887133e-06
1510,lista,17,15,2.198402162428234e-06,1.7463331945085277e-06,2.14711886286041e-06
1610,lista,18,14,2.2378998638189553e-06,1.6237011420473988e-06,2.112540463584556e-06
1710,lista,18,15,2.3761651035804386e-06,1.8571857411782452e-06,2.33819839466502e-06
1810,lista,19,15,2.238892813437691e-06,1.6205797758142369e-06,2.032248367012627e-06
1910,lista,20,16,2.2753306318668246e-06,1.8664021226676014e-06,2.2302950740524696e-06
2010,lista,16,13,2.1994785776645956e-06,1.5744679214858866e-06,1.9664140115374454e-06
2110,lista,21,16,2.1907062310215107e-06,1.7574157941257626e-06,2.05274497943448e-06
2210,lista,20,13,2.2448695507710394e-06,1.771461286903125e-06,2.106459112002394e-06
2310,lista,17,16,2.3226689709540785e-06,1.8010940186218796e-06,2.066889363858435e-06
2410,lista,21,16,2.388859317469873e-06,1.8505307570428067e-06,2.1883962493692428e-06
2510,lista,23,16,2.4300202858652147e-06,1.9910386533527625e-06,2.287063649396586e-06
2610,lista,19,17,2.2630915011994648e-06,1.7693958523888395e-06,2.0855105522430823e-06
2710,lista,24,17,2.3823702935016294e-06,1.9520750150681946e-06,2.443100333905696e-06
2810,lista,17,12,2.204490401372486e-06,1.675136036200689e-06,1.978363619524647e-06
2910,lista,19,15,2.3117358845277494e-06,1.828442375130101e-06,2.117863595901602e-06
3010,lista,18,13,2.1191427968098533e-06,1.6580648377936187e-06,1.9172171233972407e-06
3110,lista,20,14,2.3627001951833723e-06,1.790789371481974e-06,2.042641998525634e-06
3210,lista,17,12,2.2161441934203464e-06,1.6602221046162623e-06,1.9453799431965297e-06
3310,lista,19,14,2.3728323923621275e-06,1.7587329139371605e-06,1.957339757273048e-06
3410,lista,19,13,2.2143178028419483e-06,1.7496255070049277e-06,1.9850971520046986e-06
3510,lista,18,13,2.24805417435274e-06,1.692240432212961e-06,1.8878467381000518e-06
3610,lista,21,13,2.3056886367972986e-06,1.835622492470167e-06,2.0239036900743503e-06
3710,lista,23,17,2.4703550067395632e-06,1.9835864579112366e-06,2.27654511056673e-06
3810,lista,17,15,2.3650302545893398e-06,1.8401880820860125e-06,1.997031241921801e-06
3910,lista,21,14,2.647460128836917e-06,2.110803618533868e-06,2.1743726825262845e-06
4010,lista,21,10,2.355192791169434e-06,1.8404145351697938e-06,1.8744275906080565e-06
4110,lista,18,11,2.192241922259859e-06,1.6822194939533255e-06,2.289447192238391e-06
4210,lista,19,11,2.1991939909422577e-06,1.670260120401346e-06,1.8115523066730311e-06
4310,lista,18,10,2.371926589374404e-06,1.6823815046622896e-06,1.8085281234876487e-06
4410,lista,19,11,2.187557155353381e-06,1.6506343855465641e-06,1.7771989641241142e-06
4510,lista,21,13,2.510265793853066e-06,1.9562710372541667e-06,2.0805620418317367e-06
4610,lista,18,12,2.41224646842592e-06,1.8340609460615646e-06,1.929005984440228e-06
4710,lista,19,10,2.285548518691032e-06,1.7552941609273619e-06,1.799889783191972e-06
4810,lista,20,12,2.318541929279512e-06,1.7613276617956772e-06,1.8597034865117228e-06
4910,lista,20,13,2.3655730789341476e-06,1.8099383359200504e-06,1.9008323729995728e-06
5010,lista,20,12,2.279525823172368e-06,1.78876252528088e-06,1.8837563734889257e-06
5110,lista,17,13,2.2028426830180713e-06,1.7219364690031165e-06,1.7697408064292657e-06
5210,lista,19,10,2.4331563874577367e-06,1.86380454645742e-06,1.8602752045709034e-06
5310,lista,19,12,2.320052343766275e-06,1.6601733369851555e-06,1.7008762260284112e-06
5410,lista,18,10,2.291486802423019e-06,1.7882825840838404e-06,1.683202853541843e-06
5510,lista,17,8,2.2365803536223736e-06,1.7394710467808208e-06,1.7769374935970365e-06
5610,lista,17,9,2.3851929138650867e-06,1.7935600454757107e-06,1.7524453801013515e-06
5710,lista,16,8,2.3322748489493765e-06,1.687603514971634e-06,1.6373710350478898e-06
5810,lista,21,10,2.2030506561968067e-06,1.700089430130498e-06,1.6606832590833266e-06
5910,lista,20,10,2.3715049604865542e-06,1.8646387872819968e-06,1.7923010147827642e-06
6010,lista,19,9,2.3701832443375257e-06,1.76379912067998e-06,1.7588742249391007e-06
6110,lista,21,9,2.3451383891978195e-06,1.8032499792752788e-06,1.7838759603384966e-06
6210,lista,18,9,2.4022305055035955e-06,1.6749791710909624e-06,1.6693221908299473e-06
6310,lista,16,9,2.1953800264260927e-06,1.6174881773836472e-06,1.5753937304342457e-06
6410,lista,17,9,2.2334989154136704e-06,1.7442700133828544e-06,1.6780079210703947e-06
6510,lista,20,12,2.388910850728437e-06,1.903140047867295e-06,1.7884465104221289e-06
6610,lista,22,8,2.300702009655416e-06,1.7677940668773668e-06,1.6861906462711179e-06
6710,lista,19,11,2.4376315979175873e-06,1.9353835107355565e-06,1.8150886052751983e-06
6810,lista,18,9,2.1907966381052054e-06,1.6319818613735792e-06,1.5719940821799344e-06
6910,lista,22,8,2.347215307485953e-06,1.7777449253273615e-06,1.6206797933552628e-06
7010,lista,19,7,2.3454120657354428e-06,1.7861314763716103e-06,1.5857871557360532e-06
7110,lista,22,9,2.286406665854999e-06,1.8232476707509264e-06,1.6160990774902995e-06
7210,lista,18,8,2.2164834570854282e-06,1.6939971047798224e-06,1.4869694008783739e-06
7310,lista,19,7,2.2862379263771884e-06,1.788833159289084e-06,1.5810478685184964e-06
7410,lista,22,9,2.4891151207273805e-06,1.950102857926208e-06,1.7047848687580419e-06
7510,lista,19,6,2.346344186733677e-06,1.787272610024295e-06,1.5886427463947355e-06
7610,lista,20,8,2.2467144353213346e-06,1.6527835374646822e-06,1.5417115724076971e-06
7710,lista,17,8,2.2182371038193737e-06,1.6553956114408664e-06,1.5015589858610498e-06
7810,lista,21,7,2.2968313134889614e-06,1.7000675660456527e-06,1.5002097691240728e-06
7910,lista,19,5,2.1525487242837377e-06,1.6329643268787366e-06,1.4508323671347514e-06
8010,lista,19,5,2.290323210331936e-06,1.802362379476824e-06,1.5003888473054726e-06
8110,lista,18,6,2.2050588209121054e-06,1.6346827826716683e-06,1.4068075877067098e-06
8210,lista,21,7,2.270708921977806e-06,1.7291747659680675e-06,1.4489698655691596e-06
8310,lista,21,5,2.6045609064160887e-06,1.9984109425965084e-06,1.5701457811604271e-06
8410,lista,19,5,2.266382600944119e-06,1.6931943953862947e-06,1.3676958690985089e-06
8510,lista,22,6,2.34723497672991e-06,1.8365232009939322e-06,1.6886135242424729e-06
8610,lista,21,7,2.4772361138023797e-06,1.937674957002177e-06,1.635192179808402e-06
8710,lista,22,7,2.667193935203434e-06,2.1574358457608903e-06,1.7433874055471234e-06
8810,lista,22,5,2.5119501484820975e-06,1.933411841868529e-06,1.6291133647560726e-06
8910,lista,19,6,2.4156694695790894e-06,1.7408514462338526e-06,1.4753561480620084e-06
9010,lista,18,5,2.28804427549682e-06,1.7922148446180785e-06,1.4262821504033207e-06
9110,lista,19,5,2.3404494538809056e-06,1.732550156253267e-06,1.379197995972065e-06
9210,lista,19,6,2.446811682606839e-06,1.924332046678045e-06,1.6527373978462298e-06
9310,lista,17,4,2.336393990361924e-06,1.7439780077371716e-06,1.4211617387948447e-06
9410,lista,21,4,2.3106365192714025e-06,1.6704970639859059e-06,1.333353140093578e-06
9510,lista,22,4,2.4172634400245047e-06,1.9332620623422873e-06,1.4191686888461728e-06
9610,lista,17,4,2.216016115341748e-06,1.6528382833765459e-06,1.328698763035527e-06
9710,lista,15,3,2.2306333805903466e-06,1.6364325514390461e-06,1.3107998768314236e-06
9810,lista,20,6,2.3854760174175504e-06,1.8562003313412591e-06,1.8236800579059161e-06
9910,lista,19,5,2.2682451967110196e-06,1.699477692521311e-06,1.3863216542527194e-06
10,flag,5,5,1.314285327680409e-06,,
110,flag,14,13,1.772942007793223e-06,1.3444441719911993e-06,2.2700012777931987e-06
210,flag,17,16,1.9951513615634404e-06,1.5897433816765745e-06,2.5599994842195885e-06
310,flag,16,15,1.8530173637655338e-06,1.3877204190449494e-06,2.4224136723205447e-06
410,flag,18,17,2.0606921851757982e-06,1.4644744959169704e-06,3.1212493922794238e-06
510,flag,19,19,2.4007595751340256e-06,2.29800003580749e-06,3.543299396003875e-06
610,flag,21,19,2.2816812220141933e-06,1.6424785351660927e-06,3.2991603282945495e-06
710,flag,23,21,2.360288866977157e-06,1.8217396100753567e-06,3.1299270471952257e-06
810,flag,21,19,2.241613908119712e-06,1.7636947209240903e-06,3.1550632770574074e-06
910,flag,20,18,2.496556401991647e-06,1.939325567251176e-06,3.337777969944808e-06
1010,flag,23,22,2.3192453524683537e-06,1.6738695148659412e-06,3.199497133671264e-06
1110,flag,24,23,2.688385601508086e-06,2.1463639065834948e-06,3.6840182760960027e-06
1210,flag,21,18,2.372097876121283e-06,1.7641022533743492e-06,3.469455390525631e-06
1310,flag,23,20,2.6003931394449438e-06,2.0640623006329406e-06,3.716342399396901e-06
1410,flag,25,24,2.606028638575137e-06,1.9789283604560686e-06,3.5689784580141468e-06
1510,flag,22,19,2.534196860662023e-06,1.9363333800962818e-06,3.6422820721171646e-06
1610,flag,22,20,2.469274890877589e-06,1.7896552513963703e-06,3.5619045818401946e-06
1710,flag,24,21,2.5814703850995046e-06,2.0606061408409115e-06,3.846808211767542e-06
1810,flag,23,21,2.608108000245077e-06,1.7837535916678921e-06,3.4932206295388566e-06
1910,flag,23,21,2.5671592471361803e-06,1.8322751481608345e-06,3.5968337467279395e-06
2010,flag,21,19,2.435379419183795e-06,1.6726816031045484e-06,3.4644833961806683e-06
2110,flag,24,22,2.5796659028248668e-06,1.8140140657076467e-06,3.7062057568458284e-06
2210,flag,26,25,2.677333444201698e-06,1.940193432992094e-06,3.818749940331111e-06
2310,flag,23,21,2.60496940699082e-06,1.8758167566484032e-06,3.5949230307680255e-06
2410,flag,27,22,2.705119946040213e-06,1.9948049818842928e-06,3.967940302628968e-06
2510,flag,29,25,2.815854973027029e-06,2.0132923488274733e-06,3.839920149668084e-06
2610,flag,24,23,2.8062651834285717e-06,2.0145351074404956e-06,3.923314134769773e-06
2710,flag,28,27,2.9845194218908614e-06,2.2183864835674193e-06,4.250469328582245e-06
2810,flag,21,19,2.6254671330402703e-06,1.849910204491771e-06,3.725493868521985e-06
2910,flag,25,23,2.922899611992551e-06,2.084946386911656e-06,4.08819439851666e-06
3010,flag,25,23,2.7165658664539178e-06,1.875421167343466e-06,3.796277544894547e-06
3110,flag,26,22,2.904744178522378e-06,2.052709553925984e-06,4.088449023514924e-06
3210,flag,24,21,2.8167259032127155e-06,1.8972843794669873e-06,3.952222080746045e-06
3310,flag,25,22,2.89411079780527e-06,2.0075987893196336e-06,3.977064020142802e-06
3410,flag,25,24,2.8882591000027654e-06,1.935276346593004e-06,3.936309635069587e-06
3510,flag,25,22,2.8855877943368543e-06,1.8551729043884233e-06,3.856322036463307e-06
3610,flag,27,22,2.7784919422671626e-06,1.9311432177866145e-06,3.972714630141593e-06
3710,flag,28,25,3.030245208685167e-06,2.174109578521744e-06,4.16876727074053e-06
3810,flag,23,22,2.734740554653057e-06,1.8870169742261858e-06,3.910828929613618e-06
3910,flag,28,26,3.2182292291812096e-06,2.340554574054212e-06,4.42969169112157e-06
4010,flag,29,26,3.0673472358796926e-06,1.951880551012168e-06,4.132997465404384e-06
4110,flag,26,22,2.880818407530865e-06,1.8614270366652028e-06,4.026361122020834e-06
4210,flag,26,25,2.867236683671256e-06,1.93019594025427e-06,4.005174883966313e-06
4310,flag,23,22,2.919816203268493e-06,1.9874264543315726e-06,4.071794906989313e-06
4410,flag,24,23,2.8812444082026533e-06,1.9050631950790506e-06,3.956864715566607e-06
4510,flag,28,25,2.944399496008358e-06,2.0111899000775722e-06,4.089532077404772e-06
4610,flag,26,24,2.9537114319265976e-06,1.9837027256110654e-06,4.202505489425786e-06
4710,flag,26,23,2.8543107005161986e-06,1.9156952165933785e-06,3.970676790982901e-06
4810,flag,28,24,3.0264586793475176e-06,2.0109551757727617e-06,4.082180549750842e-06
4910,flag,28,25,2.8746529463750424e-06,1.9489948436982494e-06,3.889025806879195e-06
5010,flag,28,25,2.853036795583826e-06,1.9578677305650916e-06,3.955793123700792e-06
5110,flag,25,23,2.940677136763744e-06,1.9793854734460693e-06,4.063220602084344e-06
5210,flag,26,25,2.7796389274781055e-06,1.9162157917904047e-06,3.912633309702854e-06
5310,flag,25,24,2.9322272377994006e-06,1.8887297560993686e-06,3.90977002934542e-06
5410,flag,27,25,2.8929545833047842e-06,1.935559922986097e-06,3.992844070372826e-06
5510,flag,25,22,2.9828814095868868e-06,1.876271305046274e-06,4.01093658572106e-06
5610,flag,25,23,2.865261515502493e-06,1.8718426402874285e-06,3.899371516272172e-06
5710,flag,24,22,2.850342817239192e-06,1.8365608214303783e-06,4.1294848386340544e-06
5810,flag,28,25,2.8822458744660035e-06,1.7976316213893721e-06,3.949778479919089e-06
5910,flag,30,25,3.023521774862465e-06,2.013270416570515e-06,4.093288168522388e-06
6010,flag,28,24,3.029966471334198e-06,2.1111857297002354e-06,4.054033630351465e-06
6110,flag,28,25,2.9794753968087938e-06,1.9490454612585767e-06,4.021369250419741e-06
6210,flag,24,22,2.8779493103719232e-06,1.8546122069261511e-06,3.912919028665953e-06
6310,flag,23,22,2.7952509596819706e-06,1.8066061803114368e-06,3.879404891273329e-06
6410,flag,26,23,2.8579240583002046e-06,1.9402069037418313e-06,4.083438375131125e-06
6510,flag,29,25,3.317084610793521e-06,2.0446624695301475e-06,4.264765573225305e-06
6610,flag,28,27,3.092005300604523e-06,1.8494617296920086e-06,3.920263093618903e-06
6710,flag,28,25,3.2724294432361595e-06,2.030540725038233e-06,4.07819552355817e-06
6810,flag,26,22,2.834563442860745e-06,1.7341752521891595e-06,3.7615672131798773e-06
6910,flag,30,27,2.9652902061411517e-06,1.95656899901542e-06,4.351380729806193e-06
7010,flag,30,26,3.2014084668820285e-06,1.9395332130481897e-06,4.06219152999293e-06
7110,flag,30,28,2.9712278269325777e-06,1.8847313576868625e-06,3.965450319207043e-06
7210,flag,26,23,2.910951245576143e-06,1.8047853517998206e-06,4.051921926689374e-06
7310,flag,26,26,2.9794759308707877e-06,1.9372562944472695e-06,3.9612747181616745e-06
7410,flag,31,28,3.193304322216521e-06,2.1144828923720995e-06,4.2411766552319175e-06
7510,flag,29,27,3.0338507118681333e-06,1.976860808277898e-06,4.045522252566546e-06
7610,flag,29,26,2.924658108318281e-06,1.7745695955779971e-06,3.8360565687623445e-06
7710,flag,25,24,2.95568336978414e-06,1.794229610823095e-06,3.953302470423389e-06
7810,flag,28,27,3.0439309675817456e-06,1.9580271271574426e-06,3.876317686764263e-06
7910,flag,26,25,2.8315419188914074e-06,1.752736660545717e-06,3.7729089033575382e-06
8010,flag,26,26,2.9444514140623633e-06,1.8875809290137909e-06,3.802440655493505e-06
8110,flag,28,24,2.8834595244074755e-06,1.726649953635203e-06,3.7311362860460077e-06
8210,flag,32,28,2.9847263861256194e-06,1.8362232232351005e-06,3.98111264796331e-06
8310,flag,30,27,3.2387480631483637e-06,2.0847238648105757e-06,4.125964630435666e-06
8410,flag,27,26,3.041178307578313e-06,1.939661442113538e-06,4.104342570992364e-06
8510,flag,32,26,3.1919257289498048e-06,2.031932749991201e-06,4.142562120959356e-06
8610,flag,30,28,3.365367765651072e-06,1.958986545617115e-06,4.294411942245692e-06
8710,flag,32,29,3.379029573685031e-06,2.1438738837883816e-06,4.200462266966348e-06
8810,flag,33,28,3.182352836681278e-06,1.9362514638714053e-06,3.960216301957153e-06
8910,flag,28,26,3.3046363460474046e-06,1.9372608166704742e-06,3.9101299115872495e-06
9010,flag,27,23,3.1020627168007877e-06,1.909628894294584e-06,3.8887446368802174e-06
9110,flag,28,25,3.044014331779e-06,1.925946663238041e-06,3.960794172891972e-06
9210,flag,29,27,3.0823918334233194e-06,1.8990525891853823e-06,4.012424818795229e-06
9310,flag,27,24,3.138204902744349e-06,1.9199337413913016e-06,3.846279237447696e-06
9410,flag,30,27,2.9747932819633403e-06,1.8927893643525142e-06,3.861119862024983e-06
9510,flag,32,32,3.3235936692440836e-06,2.1008042269760676e-06,5.519324335232259e-06
9610,flag,26,24,3.065013074192678e-06,1.7916006389100102e-06,3.838533935129779e-06
9710,flag,25,23,3.0052825643234036e-06,1.767068780474189e-06,3.7002067283368582e-06
9810,flag,30,29,3.4062991434221446e-06,1.9517978484057562e-06,4.035190738481926e-06
9910,flag,27,25,3.1677598218285785e-06,1.8765069693058254e-06,3.994712502386294e-06
10,abr,5,5,1.3000008038943633e-06,,
110,abr,14,14,1.4386667559544245e-06,1.5000003345665477e-06,2.709524345672911e-06
210,abr,17,16,1.520624391559977e-06,1.9899984181392937e-06,3.2692314095747393e-06
310,abr,16,14,1.4008513894526565e-06,1.632760264830471e-06,2.832203744358178e-06
410,abr,17,16,1.4592470718413745e-06,1.4999995156275956e-06,2.8000001374136988e-06
510,abr,20,17,1.5007837750893037e-06,1.8450000789016486e-06,3.015152131668245e-06
610,abr,21,20,1.6154549071374773e-06,1.7224139873147139e-06,3.0408698164493495e-06
710,abr,22,20,1.5631584146781782e-06,1.7768122589863513e-06,3.1764700585935156e-06
810,abr,21,20,1.5652319734425759e-06,1.8000002593815893e-06,3.332484240649612e-06
910,abr,21,20,1.5434471889003645e-06,1.7792144410960961e-06,2.987150414378575e-06
1010,abr,22,22,1.5180826678310764e-06,1.8297435674004448e-06,3.084615216208383e-06
1110,abr,24,23,1.6778314377084658e-06,2.081278372942959e-06,3.4504677914300602e-06
1210,abr,22,19,1.5463441565272308e-06,1.6809321157594796e-06,3.0310341038596656e-06
1310,abr,25,23,1.630665943885257e-06,2.0138890942602995e-06,4.01891940578991e-06
1410,abr,28,23,1.8722021589576794e-06,1.9018246408171244e-06,3.3657042253325403e-06
1510,abr,26,24,1.641967600620846e-06,1.8799330678653208e-06,3.2635411520863677e-06
1610,abr,23,23,1.588308370356226e-06,1.763022129298143e-06,3.281249655628926e-06
1710,abr,25,22,1.6747340751327064e-06,1.9265864405983613e-06,3.5345238713835853e-06
1810,abr,24,19,1.5896067158942382e-06,1.7643452188762781e-06,3.359374576658328e-06
1910,abr,24,21,1.6490320003150935e-06,1.886841652633034e-06,3.6460320602624465e-06
2010,abr,25,20,1.6498033348367174e-06,1.6916238763109607e-06,3.4249354761984475e-06
2110,abr,27,23,1.7190510790852008e-06,1.8362945854559844e-06,3.5529976461654444e-06
2210,abr,31,27,1.6968542898971874e-06,1.9210399209409425e-06,3.402347602944891e-06
2310,abr,28,23,1.7319207858031818e-06,1.8636363250267446e-06,3.4140354265426206e-06
2410,abr,29,29,1.7842710231741983e-06,2.0476793826121506e-06,3.7478079442382013e-06
2510,abr,33,28,1.8115079056134625e-06,2.095160843671164e-06,4.003621823804629e-06
2610,abr,31,23,1.7299710891032449e-06,1.8201608620602787e-06,3.6868629703188642e-06
2710,abr,32,27,1.8853645328045736e-06,2.1584442219355866e-06,3.961709828495107e-06
2810,abr,25,21,1.7929230513319078e-06,1.8238181523470715e-06,3.6720294640288846e-06
2910,abr,32,26,1.7723289730886347e-06,2.033510770696605e-06,3.71026120695245e-06
3010,abr,27,25,1.7720312747716416e-06,1.8164664808433905e-06,3.6872632135500853e-06
3110,abr,29,24,1.7930419495630351e-06,2.0474634752890822e-06,3.964401412156974e-06
3210,abr,33,23,1.7631189133332977e-06,1.7718845052635684e-06,3.6611636917900483e-06
3310,abr,28,24,1.8291252257187328e-06,1.9269473879740246e-06,3.879542132832451e-06
3410,abr,36,24,1.8011526074534391e-06,1.8961484339848757e-06,3.77901049342699e-06
3510,abr,32,22,1.813690736136258e-06,1.8071630953965885e-06,3.799712660905755e-06
3610,abr,33,25,1.923142737391813e-06,1.9588321480539195e-06,3.99057707538417e-06
3710,abr,31,25,1.9736454228085402e-06,2.100546538951944e-06,4.106648431381962e-06
3810,abr,30,27,1.888852655094031e-06,1.928317285730171e-06,3.88981507972213e-06
3910,abr,37,28,2.1399745038947474e-06,2.2731321728953097e-06,4.382648154827443e-06
4010,abr,33,26,2.0659999563577004e-06,2.1023869471467715e-06,4.235087562892773e-06
4110,abr,32,26,1.9190688084452224e-06,1.9894153638516703e-06,4.403435955812549e-06
4210,abr,30,26,2.090094135588856e-06,1.782007055753794e-06,4.1979244051351056e-06
4310,abr,34,26,1.9875838142754977e-06,1.8559065742734057e-06,3.8640236085247715e-06
4410,abr,33,24,1.9347017988253276e-06,2.3804907265410837e-06,4.023428856661277e-06
4510,abr,35,27,2.003384894285514e-06,2.0253732694894606e-06,4.2146426818738445e-06
4610,abr,33,26,1.941702697690829e-06,1.973793714888304e-06,3.945801516023902e-06
4710,abr,33,25,1.9235110581390946e-06,1.8608939766301123e-06,4.000106758463893e-06
4810,abr,35,27,1.9429245049302116e-06,1.9269271840439475e-06,4.018172156432558e-06
4910,abr,35,31,1.9359211648621826e-06,2.0589692981376017e-06,4.799489501497841e-06
5010,abr,36,30,2.577356846690646e-06,2.1259980552668703e-06,4.497188649885544e-06
5110,abr,35,26,1.9699181092359867e-06,1.8623876310097268e-06,4.157737994174813e-06
5210,abr,34,26,2.1650996412479538e-06,1.9712732714781977e-06,4.510905991168738e-06
5310,abr,38,28,1.9848482896131847e-06,1.757170311051464e-06,4.038469112282129e-06
5410,abr,35,31,2.0224601037194473e-06,2.0039365950914235e-06,4.517329588535094e-06
5510,abr,37,28,2.1034076478303087e-06,1.9028648003968521e-06,4.637943507338263e-06
5610,abr,35,27,2.19399742150835e-06,2.1964122545318516e-06,5.435746069394145e-06
5710,abr,34,29,2.7848757806203966e-06,2.2757308823869057e-06,5.754181472841465e-06
5810,abr,36,25,2.7262173589523606e-06,2.121959667496403e-06,4.991929796360956e-06
5910,abr,40,29,2.2802476645501956e-06,2.03137584340797e-06,4.551959217302311e-06
6010,abr,36,31,2.1203218715048626e-06,1.975394382333993e-06,4.220283971182094e-06
6110,abr,40,29,2.1074490617425357e-06,1.9628310259793953e-06,4.275329214770433e-06
6210,abr,39,26,2.098179492450702e-06,1.868316590099783e-06,4.308408899106061e-06
6310,abr,38,27,2.0939158658262673e-06,1.7725312125896147e-06,4.10398062812974e-06
