level_0,n,abr_type,height_before,height_after,insert_time,search_time,delete_time
559,7960,abr,111.39,0.0,1.4160670786803615e-05,8.813561755732963e-06,4.125855100672691e-05
560,8010,abr,112.65,0.0,1.4121535440598917e-05,8.520133861699245e-06,4.1228731478237227e-05
561,8060,abr,113.15,0.0,1.447335070119317e-05,8.758519146007526e-06,4.102651313511052e-05
562,8110,abr,113.86,0.0,1.5367911453358717e-05,8.797092921409637e-06,4.03635015889967e-05
563,8160,abr,113.88,0.0,1.4728891025442841e-05,8.889556618261368e-06,4.08280436577472e-05
564,8210,abr,114.88,0.0,1.5086642940952601e-05,8.835547992488622e-06,4.170937143673883e-05
565,8260,abr,114.66,0.0,1.4773425545065004e-05,8.803698748424083e-06,4.192548137880889e-05
566,8310,abr,116.31,0.0,1.4717482275456736e-05,8.72809285464067e-06,4.204644096180096e-05
567,8360,abr,117.21,0.0,1.4906213264112012e-05,8.746335841745361e-06,4.0722154837584764e-05
568,8410,abr,117.0,0.0,1.5738714485610027e-05,8.787065151294386e-06,4.164737784314776e-05
569,8460,abr,118.31,0.0,1.5333178316216855e-05,8.656934211385025e-06,4.1284784789414965e-05
570,8510,abr,117.63,0.0,1.5354681289148963e-05,8.620052932816242e-06,4.0425665833570774e-05
571,8560,abr,118.31,0.0,1.5304294389011376e-05,8.631771588716645e-06,4.1112072850034065e-05
572,8610,abr,119.51,0.0,1.587943120617188e-05,8.63189299184088e-06,4.08389165184351e-05
573,8660,abr,119.66,0.0,1.535027031311618e-05,8.83192910271795e-06,4.136194957964129e-05
574,8710,abr,120.15,0.0,1.602829368243326e-05,8.681953274808444e-06,4.0932966412322374e-05
575,8760,abr,120.93,0.0,1.582967750564328e-05,8.863086857232684e-06,4.179561668077639e-05
576,8810,abr,121.89,0.0,1.5477702251572964e-05,8.802814292562845e-06,4.1936866998094547e-05
577,8860,abr,122.08,0.0,1.542387188442211e-05,8.672289372743536e-06,4.086348610366069e-05
578,8910,abr,122.64,0.0,1.5402482006841124e-05,8.647679235155455e-06,4.1956013295994584e-05
579,8960,abr,122.93,0.0,1.6449987980347406e-05,8.590986309485515e-06,4.024161429001489e-05
580,9010,abr,123.76,0.0,1.6206942049671642e-05,8.62711717975025e-06,4.0754041869839054e-05
581,9060,abr,124.46,0.0,1.571457065732685e-05,8.779583298839083e-06,4.048314245326998e-05
582,9110,abr,125.29,0.0,1.568196833471097e-05,8.727142724325862e-06,4.0905375000783744e-05
583,9160,abr,124.82,0.0,1.5960167079838374e-05,8.647537247665694e-06,3.9914539906796135e-05
584,9210,abr,125.81,0.0,1.6416194770762886e-05,8.710679728789581e-06,4.173824593767759e-05
585,9260,abr,125.59,0.0,1.619991655263945e-05,8.744297428273777e-06,4.1889742016452464e-05
586,9310,abr,126.69,0.0,1.633971358854701e-05,8.691414502254564e-06,4.068920159862365e-05
587,9360,abr,127.99,0.0,1.6268625862437116e-05,8.625773427372465e-06,4.1524152833206354e-05
588,9410,abr,128.46,0.0,1.644329217589296e-05,8.66742020864878e-06,4.1762853295725085e-05
589,9460,abr,128.63,0.0,1.708262786887135e-05,8.559113279757598e-06,4.146532011430571e-05
590,9510,abr,129.62,0.0,1.6600368672210833e-05,8.569698825514404e-06,4.061718366490663e-05
591,9560,abr,129.82,0.0,1.7085472376216427e-05,8.810374246160151e-06,4.197976884650941e-05
592,9610,abr,130.04,0.0,1.628605489459696e-05,8.586638555798262e-06,4.083685945136522e-05
593,9660,abr,130.85,0.0,1.631846033022281e-05,8.486199549778299e-06,4.144249616610394e-05
594,9710,abr,132.0,0.0,1.7423834603581252e-05,8.73777285130899e-06,4.1554989103250566e-05
595,9760,abr,132.4,0.0,1.731610571518976e-05,8.709820446534039e-06,4.1446651615343236e-05
596,9810,abr,132.77,0.0,1.7432477990317478e-05,8.649885041021993e-06,4.16700256444745e-05
597,9860,abr,133.59,0.0,1.7555508866411415e-05,8.778663199478785e-06,4.227655993998944e-05
598,9910,abr,134.01,0.0,1.7472724012481924e-05,8.796357162345006e-06,4.161043089902366e-05
599,9960,abr,134.48,0.0,1.8173683776520404e-05,8.71320903584512e-06,4.2647377900419704e-05
